pixel,mlat,mlon,area_km,Mn.Avg.Dens,Mn.CV.Dens
5325,32.8,237.6,103.8736477,0.000190327,0.306912537
5326,32.8,237.7,103.8736477,0.000217738,0.304401423
5327,32.8,237.8,103.8736477,0.000232577,0.302918627
5328,32.8,237.9,103.8736477,0.000250407,0.302009404
5329,32.8,238,103.8736477,0.000283298,0.307968693
5330,32.8,238.1,103.8736477,0.000330846,0.308878483
5331,32.8,238.2,103.8736477,0.000376505,0.312853092
5332,32.8,238.3,103.8736477,0.000407695,0.315188002
5333,32.8,238.4,103.8736477,0.000444504,0.317889676
5334,32.8,238.5,103.8736477,0.000492756,0.320211758
5335,32.8,238.6,103.8736477,0.000532123,0.319194533
5336,32.8,238.7,103.8736477,0.000535948,0.318568869
5337,32.8,238.8,103.8736477,0.000554837,0.322455629
5338,32.8,238.9,103.8736477,0.000620729,0.325388766
5339,32.8,239,103.8736477,0.000640177,0.32398192
5340,32.8,239.1,103.8736477,0.000669705,0.325891146
5341,32.8,239.2,103.8736477,0.000719575,0.329313165
5342,32.8,239.3,103.8736477,0.000752548,0.321920578
5343,32.8,239.4,103.8736477,0.000829159,0.317525003
5344,32.8,239.5,103.8736477,0.000761485,0.324539613
5345,32.8,239.6,103.8736477,0.000563222,0.329758959
5346,32.8,239.7,103.8736477,0.000910231,0.333106279
5347,32.8,239.8,103.8736477,0.001636322,0.339885625
5348,32.8,239.9,103.8736477,0.00188058,0.343484775
5349,32.8,240,103.8736477,0.001209179,0.345583375
5350,32.8,240.1,103.8736477,0.000986735,0.350059963
5351,32.8,240.2,103.8736477,0.000990392,0.366049894
5352,32.8,240.3,103.8736477,0.001221084,0.388315508
5353,32.8,240.4,103.8736477,0.00080569,0.40128617
5354,32.8,240.5,103.8736477,0.000744525,0.416084967
5355,32.8,240.6,103.8736477,0.001261644,0.432979908
5356,32.8,240.7,103.8736477,0.001412599,0.447250032
5357,32.8,240.8,103.8736477,0.001322176,0.45690227
5358,32.8,240.9,103.8736477,0.000720727,0.458277766
5359,32.8,241,103.8736477,0.000499126,0.44992381
5360,32.8,241.1,103.8736477,0.000433738,0.451450675
5361,32.8,241.2,103.8736477,0.000437336,0.461602296
5362,32.8,241.3,103.8736477,0.000469073,0.471982791
5363,32.8,241.4,103.8736477,0.000605279,0.460187379
5364,32.8,241.5,103.8736477,0.000931992,0.436683275
5365,32.8,241.6,103.8736477,0.000869526,0.438728032
5366,32.8,241.7,103.8736477,0.000432321,0.434703915
5367,32.8,241.8,103.8736477,0.000375987,0.422667562
5368,32.8,241.9,103.8736477,0.000390703,0.419963642
5369,32.8,242,103.8736477,0.000369686,0.424255328
5370,32.8,242.1,103.8736477,0.000385962,0.427697058
5371,32.8,242.2,103.8736477,0.000440211,0.424595379
5372,32.8,242.3,103.8736477,0.000210059,0.431556326
5373,32.8,242.4,103.8736477,0.000211314,0.451433645
5374,32.8,242.5,103.8736477,0.000236727,0.466875407
5375,32.8,242.6,103.8736477,0.000320902,0.478175465
5376,32.8,242.7,103.8736477,0.00042735,0.509243866
5469,32.9,233.4,103.7588677,4.35E-08,0.315516726
5470,32.9,233.5,103.7588677,6.43E-08,0.317489614
5471,32.9,233.6,103.7588677,8.94E-08,0.319348438
5472,32.9,233.7,103.7588677,1.22E-07,0.322705975
5473,32.9,233.8,103.7588677,1.70E-07,0.325868916
5474,32.9,233.9,103.7588677,2.31E-07,0.322699653
5475,32.9,234,103.7588677,2.97E-07,0.317786993
5476,32.9,234.1,103.7588677,4.19E-07,0.314269329
5477,32.9,234.2,103.7588677,5.77E-07,0.311614415
5478,32.9,234.3,103.7588677,7.59E-07,0.309004775
5479,32.9,234.4,103.7588677,1.03E-06,0.306920158
5480,32.9,234.5,103.7588677,1.21E-06,0.308200851
5481,32.9,234.6,103.7588677,1.55E-06,0.31304644
5482,32.9,234.7,103.7588677,2.13E-06,0.320641556
5483,32.9,234.8,103.7588677,2.50E-06,0.32590293
5484,32.9,234.9,103.7588677,3.13E-06,0.324678831
5485,32.9,235,103.7588677,3.75E-06,0.319987266
5486,32.9,235.1,103.7588677,4.66E-06,0.312202274
5487,32.9,235.2,103.7588677,5.24E-06,0.312090336
5488,32.9,235.3,103.7588677,6.77E-06,0.31802787
5489,32.9,235.4,103.7588677,8.20E-06,0.328887309
5490,32.9,235.5,103.7588677,9.49E-06,0.333592962
5491,32.9,235.6,103.7588677,1.07E-05,0.330026971
5492,32.9,235.7,103.7588677,1.32E-05,0.331862676
5493,32.9,235.8,103.7588677,1.63E-05,0.335714288
5494,32.9,235.9,103.7588677,1.89E-05,0.337550818
5495,32.9,236,103.7588677,2.17E-05,0.338481414
5496,32.9,236.1,103.7588677,2.50E-05,0.331596968
5497,32.9,236.2,103.7588677,2.85E-05,0.326955008
5498,32.9,236.3,103.7588677,3.20E-05,0.316957373
5499,32.9,236.4,103.7588677,4.00E-05,0.305700045
5500,32.9,236.5,103.7588677,4.22E-05,0.305487354
5501,32.9,236.6,103.7588677,4.53E-05,0.300726173
5502,32.9,236.7,103.7588677,5.85E-05,0.304463273
5503,32.9,236.8,103.7588677,6.82E-05,0.307033434
5504,32.9,236.9,103.7588677,8.12E-05,0.309154069
5505,32.9,237,103.7588677,8.86E-05,0.308820261
5506,32.9,237.1,103.7588677,0.000102295,0.306842957
5507,32.9,237.2,103.7588677,0.000118208,0.306738156
5508,32.9,237.3,103.7588677,0.000124558,0.30314583
5509,32.9,237.4,103.7588677,0.000137404,0.305478318
5510,32.9,237.5,103.7588677,0.000160801,0.304383229
5511,32.9,237.6,103.7588677,0.000207191,0.300524498
5512,32.9,237.7,103.7588677,0.000190134,0.295125957
5513,32.9,237.8,103.7588677,0.000274554,0.292351942
5514,32.9,237.9,103.7588677,0.000294988,0.293104595
5515,32.9,238,103.7588677,0.000310337,0.299838628
5516,32.9,238.1,103.7588677,0.000351487,0.303017077
5517,32.9,238.2,103.7588677,0.000393078,0.307765058
5518,32.9,238.3,103.7588677,0.000433516,0.308717717
5519,32.9,238.4,103.7588677,0.000473379,0.311176307
5520,32.9,238.5,103.7588677,0.000524662,0.31377248
5521,32.9,238.6,103.7588677,0.000580876,0.314869181
5522,32.9,238.7,103.7588677,0.00061502,0.317319127
5523,32.9,238.8,103.7588677,0.000696633,0.327654063
5524,32.9,238.9,103.7588677,0.000525975,0.329626899
5525,32.9,239,103.7588677,0.000699642,0.325487074
5526,32.9,239.1,103.7588677,0.000741375,0.324697109
5527,32.9,239.2,103.7588677,0.000861928,0.323713967
5528,32.9,239.3,103.7588677,0.00087679,0.319850616
5529,32.9,239.4,103.7588677,0.000995751,0.321576562
5530,32.9,239.5,103.7588677,0.000716333,0.32893561
5531,32.9,239.6,103.7588677,0.001176873,0.331144069
5532,32.9,239.7,103.7588677,0.001698902,0.334563612
5533,32.9,239.8,103.7588677,0.001895411,0.341423574
5534,32.9,239.9,103.7588677,0.00181973,0.343511376
5535,32.9,240,103.7588677,0.001224112,0.343943513
5536,32.9,240.1,103.7588677,0.001273365,0.348225055
5537,32.9,240.2,103.7588677,0.001092251,0.365243553
5538,32.9,240.3,103.7588677,0.000914791,0.389421114
5539,32.9,240.4,103.7588677,0.001171023,0.408897305
5540,32.9,240.5,103.7588677,0.001771548,0.423789012
5541,32.9,240.6,103.7588677,0.002014773,0.436699296
5542,32.9,240.7,103.7588677,0.001321367,0.448545618
5543,32.9,240.8,103.7588677,0.000831811,0.45245375
5544,32.9,240.9,103.7588677,0.000534346,0.447659445
5545,32.9,241,103.7588677,0.000468283,0.442729846
5546,32.9,241.1,103.7588677,0.000398067,0.447065426
5547,32.9,241.2,103.7588677,0.000420818,0.465699429
5548,32.9,241.3,103.7588677,0.000463666,0.476851844
5549,32.9,241.4,103.7588677,0.000800625,0.478503372
5551,32.9,241.6,103.7588677,0.000422173,0.441175848
5552,32.9,241.7,103.7588677,0.000308836,0.432288652
5553,32.9,241.8,103.7588677,0.00031494,0.429135906
5554,32.9,241.9,103.7588677,0.00034843,0.432277307
5555,32.9,242,103.7588677,0.000242584,0.439276193
5556,32.9,242.1,103.7588677,0.00031598,0.43843841
5557,32.9,242.2,103.7588677,0.000173951,0.43321447
5558,32.9,242.3,103.7588677,0.000161009,0.436691163
5559,32.9,242.4,103.7588677,0.000159438,0.445491128
5560,32.9,242.5,103.7588677,0.000166988,0.460314491
5561,32.9,242.6,103.7588677,0.000190293,0.479780869
5562,32.9,242.7,103.7588677,0.00022695,0.517342024
5655,33,233.4,103.6437702,6.77E-08,0.318258561
5656,33,233.5,103.6437702,1.02E-07,0.323522118
5657,33,233.6,103.6437702,1.45E-07,0.324242364
5658,33,233.7,103.6437702,1.94E-07,0.32736473
5659,33,233.8,103.6437702,2.74E-07,0.329821902
5660,33,233.9,103.6437702,3.77E-07,0.33161661
5661,33,234,103.6437702,4.65E-07,0.331111032
5662,33,234.1,103.6437702,6.46E-07,0.330819318
5663,33,234.2,103.6437702,8.85E-07,0.32996595
5664,33,234.3,103.6437702,1.06E-06,0.327573201
5665,33,234.4,103.6437702,1.52E-06,0.322499229
5666,33,234.5,103.6437702,1.83E-06,0.319579034
5667,33,234.6,103.6437702,2.44E-06,0.321657809
5668,33,234.7,103.6437702,3.27E-06,0.324780133
5669,33,234.8,103.6437702,3.63E-06,0.325218294
5670,33,234.9,103.6437702,4.44E-06,0.320667721
5671,33,235,103.6437702,5.58E-06,0.310991266
5672,33,235.1,103.6437702,6.33E-06,0.30379734
5673,33,235.2,103.6437702,7.46E-06,0.301723888
5674,33,235.3,103.6437702,8.86E-06,0.306610183
5675,33,235.4,103.6437702,1.01E-05,0.316546904
5676,33,235.5,103.6437702,1.29E-05,0.325158757
5677,33,235.6,103.6437702,1.43E-05,0.328768976
5678,33,235.7,103.6437702,1.69E-05,0.328485241
5679,33,235.8,103.6437702,1.86E-05,0.332264053
5680,33,235.9,103.6437702,2.01E-05,0.33362006
5681,33,236,103.6437702,2.69E-05,0.330017545
5682,33,236.1,103.6437702,2.84E-05,0.326963179
5683,33,236.2,103.6437702,3.47E-05,0.323388643
5684,33,236.3,103.6437702,3.87E-05,0.317745795
5685,33,236.4,103.6437702,3.59E-05,0.309681758
5686,33,236.5,103.6437702,4.96E-05,0.302205909
5687,33,236.6,103.6437702,5.43E-05,0.299595987
5688,33,236.7,103.6437702,6.44E-05,0.30168261
5689,33,236.8,103.6437702,7.26E-05,0.305810117
5690,33,236.9,103.6437702,8.12E-05,0.307351718
5691,33,237,103.6437702,9.33E-05,0.306707564
5692,33,237.1,103.6437702,0.000107623,0.302815721
5693,33,237.2,103.6437702,0.000120524,0.29730942
5694,33,237.3,103.6437702,0.000135475,0.296886383
5695,33,237.4,103.6437702,0.000128986,0.296671645
5696,33,237.5,103.6437702,0.000132511,0.29491137
5697,33,237.6,103.6437702,0.000198044,0.291699421
5698,33,237.7,103.6437702,0.000192928,0.288772527
5699,33,237.8,103.6437702,0.000253768,0.291609877
5700,33,237.9,103.6437702,0.000323705,0.296492381
5701,33,238,103.6437702,0.000365422,0.299537271
5702,33,238.1,103.6437702,0.000397712,0.298374007
5703,33,238.2,103.6437702,0.000451226,0.305939505
5704,33,238.3,103.6437702,0.000530525,0.307209299
5705,33,238.4,103.6437702,0.000555187,0.309300861
5706,33,238.5,103.6437702,0.000619259,0.313696565
5707,33,238.6,103.6437702,0.00063092,0.3154343
5708,33,238.7,103.6437702,0.000687461,0.318434021
5709,33,238.8,103.6437702,0.00063979,0.325390045
5710,33,238.9,103.6437702,0.00057682,0.324848843
5711,33,239,103.6437702,0.000658088,0.322945682
5712,33,239.1,103.6437702,0.000816801,0.320688686
5713,33,239.2,103.6437702,0.001022622,0.321805776
5714,33,239.3,103.6437702,0.001141462,0.32411447
5715,33,239.4,103.6437702,0.001173478,0.328818179
5716,33,239.5,103.6437702,0.000785238,0.332625372
5717,33,239.6,103.6437702,0.001680133,0.335614975
5718,33,239.7,103.6437702,0.001995399,0.339730478
5719,33,239.8,103.6437702,0.002224021,0.342813128
5720,33,239.9,103.6437702,0.001681043,0.341326024
5721,33,240,103.6437702,0.001549923,0.345736052
5722,33,240.1,103.6437702,0.001404605,0.356849712
5723,33,240.2,103.6437702,0.001067361,0.376333187
5724,33,240.3,103.6437702,0.001187404,0.398837931
5725,33,240.4,103.6437702,0.002075587,0.41794865
5726,33,240.5,103.6437702,0.001958432,0.436840151
5727,33,240.6,103.6437702,0.001585771,0.448717845
5728,33,240.7,103.6437702,0.001484711,0.458219201
5729,33,240.8,103.6437702,0.00068223,0.46053889
5730,33,240.9,103.6437702,0.000549237,0.453352815
5731,33,241,103.6437702,0.000443587,0.445000716
5732,33,241.1,103.6437702,0.00039253,0.453213348
5733,33,241.2,103.6437702,0.000403424,0.475545593
5734,33,241.3,103.6437702,0.000562909,0.477773664
5735,33,241.4,103.6437702,0.000900233,0.459802957
5736,33,241.5,103.6437702,0.000307947,0.443959029
5737,33,241.6,103.6437702,0.000343067,0.435294531
5738,33,241.7,103.6437702,0.000237957,0.434013738
5739,33,241.8,103.6437702,0.000257347,0.438606014
5740,33,241.9,103.6437702,0.000227008,0.444792508
5741,33,242,103.6437702,0.000186605,0.44647668
5742,33,242.1,103.6437702,0.000156181,0.441516025
5743,33,242.2,103.6437702,0.000181795,0.436716518
5744,33,242.3,103.6437702,0.000132277,0.434525981
5745,33,242.4,103.6437702,0.000127643,0.439564916
5746,33,242.5,103.6437702,0.000121906,0.454994724
5747,33,242.6,103.6437702,0.000135282,0.481004214
5748,33,242.7,103.6437702,0.000188459,0.524786068
5840,33.1,233.3,103.5283555,8.02E-08,0.323056276
5841,33.1,233.4,103.5283555,1.07E-07,0.320608283
5842,33.1,233.5,103.5283555,1.66E-07,0.324053191
5843,33.1,233.6,103.5283555,2.28E-07,0.325295356
5844,33.1,233.7,103.5283555,2.94E-07,0.327538187
5845,33.1,233.8,103.5283555,4.22E-07,0.33311566
5846,33.1,233.9,103.5283555,5.90E-07,0.341562839
5847,33.1,234,103.5283555,7.97E-07,0.345303942
5848,33.1,234.1,103.5283555,1.02E-06,0.346516322
5849,33.1,234.2,103.5283555,1.41E-06,0.346818525
5850,33.1,234.3,103.5283555,1.68E-06,0.345133291
5851,33.1,234.4,103.5283555,2.15E-06,0.339817503
5852,33.1,234.5,103.5283555,2.69E-06,0.331783232
5853,33.1,234.6,103.5283555,3.56E-06,0.325744365
5854,33.1,234.7,103.5283555,4.65E-06,0.320416491
5855,33.1,234.8,103.5283555,5.23E-06,0.312908367
5856,33.1,234.9,103.5283555,6.60E-06,0.30514142
5857,33.1,235,103.5283555,8.26E-06,0.295377025
5858,33.1,235.1,103.5283555,8.71E-06,0.290836222
5859,33.1,235.2,103.5283555,1.05E-05,0.292716794
5860,33.1,235.3,103.5283555,1.18E-05,0.295423313
5861,33.1,235.4,103.5283555,1.42E-05,0.303236733
5862,33.1,235.5,103.5283555,1.64E-05,0.310362711
5863,33.1,235.6,103.5283555,2.00E-05,0.318234692
5864,33.1,235.7,103.5283555,2.00E-05,0.323932251
5865,33.1,235.8,103.5283555,2.65E-05,0.328495304
5866,33.1,235.9,103.5283555,3.45E-05,0.325860489
5867,33.1,236,103.5283555,2.72E-05,0.319025449
5868,33.1,236.1,103.5283555,3.62E-05,0.313886236
5869,33.1,236.2,103.5283555,3.29E-05,0.31097747
5870,33.1,236.3,103.5283555,4.40E-05,0.308770901
5871,33.1,236.4,103.5283555,4.31E-05,0.306108868
5872,33.1,236.5,103.5283555,4.74E-05,0.302946102
5873,33.1,236.6,103.5283555,6.15E-05,0.299684232
5874,33.1,236.7,103.5283555,7.21E-05,0.29779252
5875,33.1,236.8,103.5283555,8.11E-05,0.301997726
5876,33.1,236.9,103.5283555,9.05E-05,0.304685371
5877,33.1,237,103.5283555,0.000107532,0.306492012
5878,33.1,237.1,103.5283555,0.000118665,0.301895071
5879,33.1,237.2,103.5283555,0.000128481,0.293654476
5880,33.1,237.3,103.5283555,0.000149499,0.289354314
5881,33.1,237.4,103.5283555,0.000166466,0.288524569
5882,33.1,237.5,103.5283555,0.000158505,0.288363701
5883,33.1,237.6,103.5283555,0.000185415,0.286225993
5884,33.1,237.7,103.5283555,0.000249935,0.287223309
5885,33.1,237.8,103.5283555,0.000276266,0.292057753
5886,33.1,237.9,103.5283555,0.000325684,0.298252956
5887,33.1,238,103.5283555,0.000357865,0.29861862
5888,33.1,238.1,103.5283555,0.000376404,0.299322224
5889,33.1,238.2,103.5283555,0.000490849,0.307745761
5890,33.1,238.3,103.5283555,0.000448446,0.310074124
5891,33.1,238.4,103.5283555,0.000627697,0.311355189
5892,33.1,238.5,103.5283555,0.000648942,0.315378537
5893,33.1,238.6,103.5283555,0.000672729,0.314636449
5894,33.1,238.7,103.5283555,0.000800192,0.31544868
5895,33.1,238.8,103.5283555,0.000838603,0.319194879
5896,33.1,238.9,103.5283555,0.000777835,0.316531089
5897,33.1,239,103.5283555,0.00077035,0.312638945
5898,33.1,239.1,103.5283555,0.000791957,0.320504231
5899,33.1,239.2,103.5283555,0.001113917,0.32739934
5900,33.1,239.3,103.5283555,0.001318501,0.330267142
5901,33.1,239.4,103.5283555,0.00112405,0.331666547
5902,33.1,239.5,103.5283555,0.001202839,0.336335689
5903,33.1,239.6,103.5283555,0.00203467,0.3422056
5904,33.1,239.7,103.5283555,0.002818519,0.35014457
5905,33.1,239.8,103.5283555,0.002859066,0.353059935
5906,33.1,239.9,103.5283555,0.001736986,0.353794098
5907,33.1,240,103.5283555,0.001606396,0.362851561
5908,33.1,240.1,103.5283555,0.001507342,0.378551506
5909,33.1,240.2,103.5283555,0.00150365,0.397274177
5910,33.1,240.3,103.5283555,0.002308607,0.413160152
5911,33.1,240.4,103.5283555,0.002734379,0.427182185
5912,33.1,240.5,103.5283555,0.001527411,0.44492715
5913,33.1,240.6,103.5283555,0.001051329,0.46266571
5914,33.1,240.7,103.5283555,0.000732101,0.473572557
5915,33.1,240.8,103.5283555,0.000601428,0.476270953
5916,33.1,240.9,103.5283555,0.000506756,0.477817323
5917,33.1,241,103.5283555,0.00046127,0.474322531
5918,33.1,241.1,103.5283555,0.000413257,0.478550426
5919,33.1,241.2,103.5283555,0.00051642,0.492067094
5920,33.1,241.3,103.5283555,0.000704088,0.497938267
5921,33.1,241.4,103.5283555,0.000310871,0.467506169
5922,33.1,241.5,103.5283555,0.000260511,0.438919067
5923,33.1,241.6,103.5283555,0.000226798,0.433621703
5924,33.1,241.7,103.5283555,0.000198013,0.432494784
5925,33.1,241.8,103.5283555,0.00017873,0.439992007
5926,33.1,241.9,103.5283555,0.00015952,0.442938128
5927,33.1,242,103.5283555,0.000139605,0.443552848
5928,33.1,242.1,103.5283555,0.000149101,0.440118798
5929,33.1,242.2,103.5283555,0.000117242,0.433777002
5930,33.1,242.3,103.5283555,0.000103849,0.429836035
5931,33.1,242.4,103.5283555,9.61E-05,0.432740805
5932,33.1,242.5,103.5283555,9.97E-05,0.450803227
5933,33.1,242.6,103.5283555,0.000108127,0.492548955
6025,33.2,233.2,103.4126239,8.41E-08,0.34051845
6026,33.2,233.3,103.4126239,1.24E-07,0.334977539
6027,33.2,233.4,103.4126239,1.76E-07,0.329025747
6028,33.2,233.5,103.4126239,2.44E-07,0.328325687
6029,33.2,233.6,103.4126239,3.31E-07,0.32857996
6030,33.2,233.7,103.4126239,4.57E-07,0.332925916
6031,33.2,233.8,103.4126239,6.58E-07,0.337930355
6032,33.2,233.9,103.4126239,8.53E-07,0.347070659
6033,33.2,234,103.4126239,1.20E-06,0.353814267
6034,33.2,234.1,103.4126239,1.54E-06,0.358440865
6035,33.2,234.2,103.4126239,2.13E-06,0.358022549
6036,33.2,234.3,103.4126239,2.42E-06,0.351756128
6037,33.2,234.4,103.4126239,3.18E-06,0.346267379
6038,33.2,234.5,103.4126239,4.09E-06,0.337455859
6039,33.2,234.6,103.4126239,5.28E-06,0.327361379
6040,33.2,234.7,103.4126239,6.59E-06,0.314536605
6041,33.2,234.8,103.4126239,7.65E-06,0.303659741
6042,33.2,234.9,103.4126239,8.96E-06,0.294591886
6043,33.2,235,103.4126239,1.13E-05,0.285866531
6044,33.2,235.1,103.4126239,1.22E-05,0.284132433
6045,33.2,235.2,103.4126239,1.34E-05,0.289378789
6046,33.2,235.3,103.4126239,1.58E-05,0.291375029
6047,33.2,235.4,103.4126239,1.41E-05,0.295320358
6048,33.2,235.5,103.4126239,1.82E-05,0.299820157
6049,33.2,235.6,103.4126239,2.25E-05,0.305948511
6050,33.2,235.7,103.4126239,2.68E-05,0.311777171
6051,33.2,235.8,103.4126239,3.30E-05,0.316788669
6052,33.2,235.9,103.4126239,3.26E-05,0.312345154
6053,33.2,236,103.4126239,3.20E-05,0.304655372
6054,33.2,236.1,103.4126239,4.54E-05,0.296836948
6055,33.2,236.2,103.4126239,5.06E-05,0.298662604
6056,33.2,236.3,103.4126239,5.26E-05,0.30061559
6057,33.2,236.4,103.4126239,5.37E-05,0.30138578
6058,33.2,236.5,103.4126239,6.23E-05,0.303272379
6059,33.2,236.6,103.4126239,7.10E-05,0.303565887
6060,33.2,236.7,103.4126239,8.02E-05,0.303366962
6061,33.2,236.8,103.4126239,8.83E-05,0.30385409
6062,33.2,236.9,103.4126239,9.79E-05,0.303403959
6063,33.2,237,103.4126239,0.000121217,0.304522422
6064,33.2,237.1,103.4126239,0.000133351,0.296955929
6065,33.2,237.2,103.4126239,0.00014939,0.291524855
6066,33.2,237.3,103.4126239,0.000186181,0.289178804
6067,33.2,237.4,103.4126239,0.000200211,0.291345917
6068,33.2,237.5,103.4126239,0.000176858,0.291738052
6069,33.2,237.6,103.4126239,0.000275607,0.289414802
6070,33.2,237.7,103.4126239,0.000362869,0.293744226
6071,33.2,237.8,103.4126239,0.000300069,0.296691121
6072,33.2,237.9,103.4126239,0.000385957,0.295724441
6073,33.2,238,103.4126239,0.000432326,0.297190939
6074,33.2,238.1,103.4126239,0.000426344,0.304276007
6075,33.2,238.2,103.4126239,0.00053587,0.310424994
6076,33.2,238.3,103.4126239,0.00060774,0.306169833
6077,33.2,238.4,103.4126239,0.000663095,0.30642213
6078,33.2,238.5,103.4126239,0.000725992,0.312353094
6079,33.2,238.6,103.4126239,0.000777048,0.31677101
6080,33.2,238.7,103.4126239,0.000847328,0.313002423
6081,33.2,238.8,103.4126239,0.00084832,0.311363327
6082,33.2,238.9,103.4126239,0.000748077,0.313933313
6083,33.2,239,103.4126239,0.000779288,0.3178364
6084,33.2,239.1,103.4126239,0.000853562,0.324912032
6085,33.2,239.2,103.4126239,0.001183638,0.33006382
6086,33.2,239.3,103.4126239,0.001252621,0.330525027
6087,33.2,239.4,103.4126239,0.00103945,0.335550178
6088,33.2,239.5,103.4126239,0.001916785,0.34107309
6089,33.2,239.6,103.4126239,0.002325195,0.347254128
6090,33.2,239.7,103.4126239,0.002461694,0.358575513
6091,33.2,239.8,103.4126239,0.002139559,0.367373487
6092,33.2,239.9,103.4126239,0.001981944,0.372451063
6093,33.2,240,103.4126239,0.002052382,0.382901414
6094,33.2,240.1,103.4126239,0.003171511,0.398255476
6095,33.2,240.2,103.4126239,0.002987355,0.414496492
6096,33.2,240.3,103.4126239,0.0032049,0.425488136
6097,33.2,240.4,103.4126239,0.002739254,0.437936524
6098,33.2,240.5,103.4126239,0.003171254,0.454669128
6099,33.2,240.6,103.4126239,0.002829245,0.474330875
6100,33.2,240.7,103.4126239,0.002266813,0.484424036
6101,33.2,240.8,103.4126239,0.001183972,0.492666732
6102,33.2,240.9,103.4126239,0.000727781,0.500232971
6103,33.2,241,103.4126239,0.000631594,0.509614781
6104,33.2,241.1,103.4126239,0.000528834,0.510947796
6105,33.2,241.2,103.4126239,0.000579466,0.512450234
6106,33.2,241.3,103.4126239,0.000334659,0.505520195
6107,33.2,241.4,103.4126239,0.000265231,0.461662463
6108,33.2,241.5,103.4126239,0.000224128,0.431237753
6109,33.2,241.6,103.4126239,0.000195851,0.424238252
6110,33.2,241.7,103.4126239,0.000169209,0.422985765
6111,33.2,241.8,103.4126239,0.000146354,0.430408103
6112,33.2,241.9,103.4126239,0.000175292,0.435793744
6113,33.2,242,103.4126239,0.000121683,0.441291965
6114,33.2,242.1,103.4126239,0.000106738,0.440868834
6115,33.2,242.2,103.4126239,9.27E-05,0.437732338
6116,33.2,242.3,103.4126239,7.91E-05,0.432264227
6117,33.2,242.4,103.4126239,6.83E-05,0.437870393
6118,33.2,242.5,103.4126239,9.24E-05,0.463956111
6119,33.2,242.6,103.4126239,9.53E-05,0.506478138
6211,33.3,233.2,103.2965756,1.26E-07,0.339877127
6212,33.3,233.3,103.2965756,1.83E-07,0.341998336
6213,33.3,233.4,103.2965756,2.71E-07,0.338751544
6214,33.3,233.5,103.2965756,3.89E-07,0.336632576
6215,33.3,233.6,103.2965756,5.29E-07,0.336385154
6216,33.3,233.7,103.2965756,7.69E-07,0.337827425
6217,33.3,233.8,103.2965756,1.05E-06,0.341667017
6218,33.3,233.9,103.2965756,1.37E-06,0.345877228
6219,33.3,234,103.2965756,1.76E-06,0.34688722
6220,33.3,234.1,103.2965756,2.26E-06,0.348756395
6221,33.3,234.2,103.2965756,2.98E-06,0.349398347
6222,33.3,234.3,103.2965756,3.62E-06,0.346041947
6223,33.3,234.4,103.2965756,4.77E-06,0.340834571
6224,33.3,234.5,103.2965756,5.53E-06,0.336783803
6225,33.3,234.6,103.2965756,6.94E-06,0.327445651
6226,33.3,234.7,103.2965756,7.49E-06,0.314806906
6227,33.3,234.8,103.2965756,9.82E-06,0.29703327
6228,33.3,234.9,103.2965756,1.18E-05,0.287632263
6229,33.3,235,103.2965756,1.52E-05,0.281474063
6230,33.3,235.1,103.2965756,1.67E-05,0.282215683
6231,33.3,235.2,103.2965756,1.79E-05,0.287306126
6232,33.3,235.3,103.2965756,2.14E-05,0.289676916
6233,33.3,235.4,103.2965756,2.39E-05,0.289326743
6234,33.3,235.5,103.2965756,2.87E-05,0.291140634
6235,33.3,235.6,103.2965756,2.28E-05,0.28914132
6236,33.3,235.7,103.2965756,3.84E-05,0.292946513
6237,33.3,235.8,103.2965756,3.81E-05,0.299526587
6238,33.3,235.9,103.2965756,3.69E-05,0.301818903
6239,33.3,236,103.2965756,4.45E-05,0.298310086
6240,33.3,236.1,103.2965756,5.25E-05,0.291989468
6241,33.3,236.2,103.2965756,6.05E-05,0.293591137
6242,33.3,236.3,103.2965756,6.18E-05,0.295645723
6243,33.3,236.4,103.2965756,5.91E-05,0.296370517
6244,33.3,236.5,103.2965756,6.82E-05,0.29842369
6245,33.3,236.6,103.2965756,7.89E-05,0.300542682
6246,33.3,236.7,103.2965756,8.92E-05,0.29708881
6247,33.3,236.8,103.2965756,9.77E-05,0.296879221
6248,33.3,236.9,103.2965756,0.000111472,0.2948494
6249,33.3,237,103.2965756,0.000137865,0.293885358
6250,33.3,237.1,103.2965756,0.000149368,0.291683313
6251,33.3,237.2,103.2965756,0.00015883,0.288369151
6252,33.3,237.3,103.2965756,0.00018459,0.290327126
6253,33.3,237.4,103.2965756,0.000217985,0.297592029
6254,33.3,237.5,103.2965756,0.000312675,0.301815942
6255,33.3,237.6,103.2965756,0.000368165,0.295948599
6256,33.3,237.7,103.2965756,0.000395118,0.293597649
6257,33.3,237.8,103.2965756,0.000317285,0.294134619
6258,33.3,237.9,103.2965756,0.00040524,0.292219042
6259,33.3,238,103.2965756,0.00049379,0.297389341
6260,33.3,238.1,103.2965756,0.00055729,0.308923351
6261,33.3,238.2,103.2965756,0.000599587,0.312293109
6262,33.3,238.3,103.2965756,0.000675903,0.310257785
6263,33.3,238.4,103.2965756,0.000749845,0.306531637
6264,33.3,238.5,103.2965756,0.000823298,0.310004266
6265,33.3,238.6,103.2965756,0.000898034,0.312840454
6266,33.3,238.7,103.2965756,0.000987821,0.307610892
