pixel,mlat,mlon,area_km,Mn.Avg.Dens,Mn.CV.Dens
16056,38.6,231.9,96.70117935,3.11E-05,0.406361985
16057,38.6,232,96.70117935,4.03E-05,0.403396709
16058,38.6,232.1,96.70117935,5.30E-05,0.396360161
16059,38.6,232.2,96.70117935,6.62E-05,0.390076135
16060,38.6,232.3,96.70117935,8.24E-05,0.388884787
16061,38.6,232.4,96.70117935,9.09E-05,0.386718644
16062,38.6,232.5,96.70117935,0.000116026,0.387982076
16063,38.6,232.6,96.70117935,0.000134749,0.388071539
16064,38.6,232.7,96.70117935,0.000151493,0.385373559
16065,38.6,232.8,96.70117935,0.000171434,0.376454192
16066,38.6,232.9,96.70117935,0.000182432,0.369166777
16067,38.6,233,96.70117935,0.000188658,0.364500079
16068,38.6,233.1,96.70117935,0.000203694,0.364736592
16069,38.6,233.2,96.70117935,0.000211456,0.363899645
16070,38.6,233.3,96.70117935,0.0002278,0.357865882
16071,38.6,233.4,96.70117935,0.000237454,0.349176243
16072,38.6,233.5,96.70117935,0.000237042,0.340174774
16073,38.6,233.6,96.70117935,0.000244034,0.33472732
16074,38.6,233.7,96.70117935,0.000260818,0.344410868
16075,38.6,233.8,96.70117935,0.000273876,0.355069285
16076,38.6,233.9,96.70117935,0.000287535,0.353763738
16077,38.6,234,96.70117935,0.000317952,0.351643463
16078,38.6,234.1,96.70117935,0.000325667,0.347051923
16079,38.6,234.2,96.70117935,0.000355791,0.337644098
16080,38.6,234.3,96.70117935,0.000377177,0.326751443
16081,38.6,234.4,96.70117935,0.000408042,0.315078743
16082,38.6,234.5,96.70117935,0.000418288,0.311155426
16083,38.6,234.6,96.70117935,0.000451044,0.306259713
16084,38.6,234.7,96.70117935,0.000500477,0.301441802
16085,38.6,234.8,96.70117935,0.000610265,0.296951931
16086,38.6,234.9,96.70117935,0.000725771,0.297013094
16087,38.6,235,96.70117935,0.000932197,0.300302896
16088,38.6,235.1,96.70117935,0.001086139,0.300399769
16089,38.6,235.2,96.70117935,0.001347437,0.297480957
16090,38.6,235.3,96.70117935,0.001639647,0.292943215
16091,38.6,235.4,96.70117935,0.002003826,0.288014647
16092,38.6,235.5,96.70117935,0.002435816,0.288693833
16093,38.6,235.6,96.70117935,0.002866481,0.287817691
16094,38.6,235.7,96.70117935,0.003358799,0.280507522
16095,38.6,235.8,96.70117935,0.003507665,0.269770538
16096,38.6,235.9,96.70117935,0.003977009,0.253935842
16097,38.6,236,96.70117935,0.004960049,0.238000967
16098,38.6,236.1,96.70117935,0.006840806,0.227700272
16099,38.6,236.2,96.70117935,0.012258191,0.220418118
16100,38.6,236.3,96.70117935,0.02961035,0.216619221
16101,38.6,236.4,96.70117935,0.034632818,0.215843148
16102,38.6,236.5,96.70117935,0.038964001,0.218685198
16103,38.6,236.6,96.70117935,0.042768406,0.236317403
16221,38.7,229.8,96.5685075,8.41E-11,0.414325342
16222,38.7,229.9,96.5685075,1.75E-10,0.413584506
16223,38.7,230,96.5685075,3.71E-10,0.413503501
16224,38.7,230.1,96.5685075,8.33E-10,0.412470111
16225,38.7,230.2,96.5685075,1.80E-09,0.409173722
16226,38.7,230.3,96.5685075,3.60E-09,0.401368882
16227,38.7,230.4,96.5685075,7.46E-09,0.395512129
16228,38.7,230.5,96.5685075,1.57E-08,0.381092613
16229,38.7,230.6,96.5685075,3.19E-08,0.376786701
16230,38.7,230.7,96.5685075,5.96E-08,0.374213634
16231,38.7,230.8,96.5685075,1.15E-07,0.365329858
16232,38.7,230.9,96.5685075,2.15E-07,0.358739801
16233,38.7,231,96.5685075,3.78E-07,0.361394342
16234,38.7,231.1,96.5685075,7.00E-07,0.375761827
16235,38.7,231.2,96.5685075,1.24E-06,0.393847513
16236,38.7,231.3,96.5685075,2.03E-06,0.405669791
16237,38.7,231.4,96.5685075,3.48E-06,0.412351168
16238,38.7,231.5,96.5685075,5.91E-06,0.410697402
16239,38.7,231.6,96.5685075,9.69E-06,0.397992783
16240,38.7,231.7,96.5685075,1.48E-05,0.391530044
16241,38.7,231.8,96.5685075,2.05E-05,0.395690667
16242,38.7,231.9,96.5685075,2.76E-05,0.395917171
16243,38.7,232,96.5685075,3.68E-05,0.396119828
16244,38.7,232.1,96.5685075,5.00E-05,0.392230435
16245,38.7,232.2,96.5685075,6.40E-05,0.388142041
16246,38.7,232.3,96.5685075,8.30E-05,0.386272653
16247,38.7,232.4,96.5685075,0.000107414,0.383311953
16248,38.7,232.5,96.5685075,0.000125598,0.384700548
16249,38.7,232.6,96.5685075,0.000153548,0.383723427
16250,38.7,232.7,96.5685075,0.000175734,0.379951723
16251,38.7,232.8,96.5685075,0.00019186,0.375342546
16252,38.7,232.9,96.5685075,0.000204761,0.374408096
16253,38.7,233,96.5685075,0.000215001,0.377633794
16254,38.7,233.1,96.5685075,0.000224251,0.374718997
16255,38.7,233.2,96.5685075,0.000240223,0.370763099
16256,38.7,233.3,96.5685075,0.000244613,0.362182265
16257,38.7,233.4,96.5685075,0.00025748,0.351128178
16258,38.7,233.5,96.5685075,0.000265314,0.34404665
16259,38.7,233.6,96.5685075,0.000270799,0.34431833
16260,38.7,233.7,96.5685075,0.000278926,0.349103274
16261,38.7,233.8,96.5685075,0.000302296,0.353125502
16262,38.7,233.9,96.5685075,0.000315368,0.356328236
16263,38.7,234,96.5685075,0.000350916,0.352816519
16264,38.7,234.1,96.5685075,0.000370451,0.346258914
16265,38.7,234.2,96.5685075,0.000391737,0.335361623
16266,38.7,234.3,96.5685075,0.000420644,0.325341669
16267,38.7,234.4,96.5685075,0.000448151,0.315325891
16268,38.7,234.5,96.5685075,0.000478985,0.309747471
16269,38.7,234.6,96.5685075,0.000503182,0.304180876
16270,38.7,234.7,96.5685075,0.000539108,0.301594882
16271,38.7,234.8,96.5685075,0.000605428,0.30246345
16272,38.7,234.9,96.5685075,0.000751685,0.302397783
16273,38.7,235,96.5685075,0.000955113,0.300000528
16274,38.7,235.1,96.5685075,0.001136688,0.297903989
16275,38.7,235.2,96.5685075,0.001381573,0.293323114
16276,38.7,235.3,96.5685075,0.001686039,0.286268441
16277,38.7,235.4,96.5685075,0.002059685,0.281920346
16278,38.7,235.5,96.5685075,0.002483161,0.283686412
16279,38.7,235.6,96.5685075,0.002862951,0.280607588
16280,38.7,235.7,96.5685075,0.003306288,0.273991562
16281,38.7,235.8,96.5685075,0.003768989,0.263892658
16282,38.7,235.9,96.5685075,0.004040638,0.248483357
16283,38.7,236,96.5685075,0.005534885,0.235393219
16284,38.7,236.1,96.5685075,0.009430484,0.225722355
16285,38.7,236.2,96.5685075,0.024420285,0.216808925
16286,38.7,236.3,96.5685075,0.03060659,0.207018409
16287,38.7,236.4,96.5685075,0.034269306,0.208203177
16288,38.7,236.5,96.5685075,0.03735057,0.235937975
16406,38.8,229.7,96.4355371,4.11E-11,0.414465396
16407,38.8,229.8,96.4355371,8.96E-11,0.410349081
16408,38.8,229.9,96.4355371,1.84E-10,0.409798699
16409,38.8,230,96.4355371,4.01E-10,0.410319729
16410,38.8,230.1,96.4355371,8.75E-10,0.407793389
16411,38.8,230.2,96.4355371,1.86E-09,0.406780594
16412,38.8,230.3,96.4355371,3.83E-09,0.403249665
16413,38.8,230.4,96.4355371,7.92E-09,0.397349234
16414,38.8,230.5,96.4355371,1.65E-08,0.393613532
16415,38.8,230.6,96.4355371,3.23E-08,0.381447016
16416,38.8,230.7,96.4355371,6.23E-08,0.37514941
16417,38.8,230.8,96.4355371,1.23E-07,0.362875224
16418,38.8,230.9,96.4355371,2.34E-07,0.351977944
16419,38.8,231,96.4355371,4.35E-07,0.355240374
16420,38.8,231.1,96.4355371,7.49E-07,0.370422308
16421,38.8,231.2,96.4355371,1.28E-06,0.392682953
16422,38.8,231.3,96.4355371,2.22E-06,0.39876317
16423,38.8,231.4,96.4355371,3.58E-06,0.401948351
16424,38.8,231.5,96.4355371,5.74E-06,0.401785213
16425,38.8,231.6,96.4355371,8.59E-06,0.391210298
16426,38.8,231.7,96.4355371,1.26E-05,0.387973206
16427,38.8,231.8,96.4355371,1.82E-05,0.388789788
16428,38.8,231.9,96.4355371,2.58E-05,0.394858412
16429,38.8,232,96.4355371,3.51E-05,0.395518933
16430,38.8,232.1,96.4355371,4.87E-05,0.390091593
16431,38.8,232.2,96.4355371,6.09E-05,0.385047817
16432,38.8,232.3,96.4355371,7.57E-05,0.382908378
16433,38.8,232.4,96.4355371,9.34E-05,0.383522934
16434,38.8,232.5,96.4355371,0.000115791,0.384665703
16435,38.8,232.6,96.4355371,0.000130417,0.386152944
16436,38.8,232.7,96.4355371,0.000158259,0.385362966
16437,38.8,232.8,96.4355371,0.000182779,0.384272495
16438,38.8,232.9,96.4355371,0.000202692,0.383487593
16439,38.8,233,96.4355371,0.000233086,0.382868589
16440,38.8,233.1,96.4355371,0.000245368,0.377580925
16441,38.8,233.2,96.4355371,0.00025652,0.372061115
16442,38.8,233.3,96.4355371,0.00027367,0.360147309
16443,38.8,233.4,96.4355371,0.000283145,0.346930867
16444,38.8,233.5,96.4355371,0.000290971,0.339069354
16445,38.8,233.6,96.4355371,0.000303889,0.339106463
16446,38.8,233.7,96.4355371,0.000301211,0.342511015
16447,38.8,233.8,96.4355371,0.000308242,0.345482417
16448,38.8,233.9,96.4355371,0.000352331,0.346644065
16449,38.8,234,96.4355371,0.000378084,0.341871751
16450,38.8,234.1,96.4355371,0.00040466,0.334653835
16451,38.8,234.2,96.4355371,0.000431675,0.331155723
16452,38.8,234.3,96.4355371,0.00046873,0.320764061
16453,38.8,234.4,96.4355371,0.000496475,0.311655942
16454,38.8,234.5,96.4355371,0.00051546,0.309365462
16455,38.8,234.6,96.4355371,0.00055004,0.304017636
16456,38.8,234.7,96.4355371,0.000591456,0.303118511
16457,38.8,234.8,96.4355371,0.000655294,0.305560181
16458,38.8,234.9,96.4355371,0.000736567,0.303630734
16459,38.8,235,96.4355371,0.000966673,0.295998762
16460,38.8,235.1,96.4355371,0.001141956,0.288017762
16461,38.8,235.2,96.4355371,0.001434912,0.282025215
16462,38.8,235.3,96.4355371,0.001757865,0.279898399
16463,38.8,235.4,96.4355371,0.002143371,0.278508768
16464,38.8,235.5,96.4355371,0.002538764,0.275520741
16465,38.8,235.6,96.4355371,0.002913198,0.271961339
16466,38.8,235.7,96.4355371,0.003310686,0.263888233
16467,38.8,235.8,96.4355371,0.003601981,0.255639658
16468,38.8,235.9,96.4355371,0.004427888,0.244363489
16469,38.8,236,96.4355371,0.006624333,0.231236066
16470,38.8,236.1,96.4355371,0.015676464,0.222830555
16471,38.8,236.2,96.4355371,0.027136271,0.220182007
16472,38.8,236.3,96.4355371,0.030894311,0.216302663
16473,38.8,236.4,96.4355371,0.034364286,0.230739679
16592,38.9,229.7,96.30226853,3.86E-11,0.413409529
16593,38.9,229.8,96.30226853,7.36E-11,0.409836892
16594,38.9,229.9,96.30226853,1.72E-10,0.406273064
16595,38.9,230,96.30226853,3.94E-10,0.403038558
16596,38.9,230.1,96.30226853,8.24E-10,0.399316779
16597,38.9,230.2,96.30226853,1.83E-09,0.396000477
16598,38.9,230.3,96.30226853,3.78E-09,0.398345587
16599,38.9,230.4,96.30226853,7.87E-09,0.397449048
16600,38.9,230.5,96.30226853,1.60E-08,0.395747589
16601,38.9,230.6,96.30226853,3.29E-08,0.393519196
16602,38.9,230.7,96.30226853,6.44E-08,0.381232101
16603,38.9,230.8,96.30226853,1.21E-07,0.367108545
16604,38.9,230.9,96.30226853,2.19E-07,0.352313065
16605,38.9,231,96.30226853,4.27E-07,0.352606039
16606,38.9,231.1,96.30226853,7.70E-07,0.368398787
16607,38.9,231.2,96.30226853,1.28E-06,0.386708094
16608,38.9,231.3,96.30226853,2.26E-06,0.392854329
16609,38.9,231.4,96.30226853,3.59E-06,0.387478204
16610,38.9,231.5,96.30226853,5.80E-06,0.384542831
16611,38.9,231.6,96.30226853,8.97E-06,0.382735579
16612,38.9,231.7,96.30226853,1.34E-05,0.385549753
16613,38.9,231.8,96.30226853,1.93E-05,0.387288849
16614,38.9,231.9,96.30226853,2.73E-05,0.388281019
16615,38.9,232,96.30226853,3.68E-05,0.39550966
16616,38.9,232.1,96.30226853,4.91E-05,0.391777691
16617,38.9,232.2,96.30226853,6.57E-05,0.389708588
16618,38.9,232.3,96.30226853,8.20E-05,0.386193896
16619,38.9,232.4,96.30226853,9.88E-05,0.382351857
16620,38.9,232.5,96.30226853,0.000121968,0.382182086
16621,38.9,232.6,96.30226853,0.000142443,0.386723761
16622,38.9,232.7,96.30226853,0.000169399,0.390111952
16623,38.9,232.8,96.30226853,0.000196682,0.390864798
16624,38.9,232.9,96.30226853,0.000218543,0.389709496
16625,38.9,233,96.30226853,0.000235788,0.383831064
16626,38.9,233.1,96.30226853,0.000263319,0.378444847
16627,38.9,233.2,96.30226853,0.000283139,0.374162452
16628,38.9,233.3,96.30226853,0.000294576,0.363637432
16629,38.9,233.4,96.30226853,0.000315262,0.346612693
16630,38.9,233.5,96.30226853,0.000321151,0.336584641
16631,38.9,233.6,96.30226853,0.000333309,0.332667657
16632,38.9,233.7,96.30226853,0.000352543,0.33135937
16633,38.9,233.8,96.30226853,0.00038319,0.331956603
16634,38.9,233.9,96.30226853,0.000387384,0.332690517
16635,38.9,234,96.30226853,0.000407237,0.333563029
16636,38.9,234.1,96.30226853,0.000434167,0.329037605
16637,38.9,234.2,96.30226853,0.00047184,0.327489162
16638,38.9,234.3,96.30226853,0.000504854,0.319118018
16639,38.9,234.4,96.30226853,0.000545046,0.304696456
16640,38.9,234.5,96.30226853,0.000587081,0.30769126
16641,38.9,234.6,96.30226853,0.000604289,0.308118216
16642,38.9,234.7,96.30226853,0.000633833,0.303207705
16643,38.9,234.8,96.30226853,0.000687515,0.303984361
16644,38.9,234.9,96.30226853,0.000824259,0.297869186
16645,38.9,235,96.30226853,0.001005345,0.285785265
16646,38.9,235.1,96.30226853,0.001199615,0.27883064
16647,38.9,235.2,96.30226853,0.001486679,0.276254095
16648,38.9,235.3,96.30226853,0.001828062,0.274521799
16649,38.9,235.4,96.30226853,0.002211215,0.273445294
16650,38.9,235.5,96.30226853,0.002626495,0.266708161
16651,38.9,235.6,96.30226853,0.003058873,0.25802916
16652,38.9,235.7,96.30226853,0.003244385,0.251598163
16653,38.9,235.8,96.30226853,0.00365978,0.244211512
16654,38.9,235.9,96.30226853,0.005650791,0.233920753
16655,38.9,236,96.30226853,0.014275056,0.223682509
16656,38.9,236.1,96.30226853,0.023267422,0.217474028
16657,38.9,236.2,96.30226853,0.027091507,0.21950836
16777,39,229.6,96.16870213,1.64E-11,0.40922918
16778,39,229.7,96.16870213,3.69E-11,0.414001909
16779,39,229.8,96.16870213,8.08E-11,0.40821142
16780,39,229.9,96.16870213,1.75E-10,0.399767884
16781,39,230,96.16870213,3.73E-10,0.396908454
16782,39,230.1,96.16870213,8.20E-10,0.392314493
16783,39,230.2,96.16870213,1.70E-09,0.389186453
16784,39,230.3,96.16870213,3.72E-09,0.393347235
16785,39,230.4,96.16870213,7.72E-09,0.396936206
16786,39,230.5,96.16870213,1.59E-08,0.396904441
16787,39,230.6,96.16870213,3.17E-08,0.397609167
16788,39,230.7,96.16870213,6.21E-08,0.391596364
16789,39,230.8,96.16870213,1.18E-07,0.375470655
16790,39,230.9,96.16870213,2.22E-07,0.357967543
16791,39,231,96.16870213,4.01E-07,0.355562288
16792,39,231.1,96.16870213,7.15E-07,0.364632209
16793,39,231.2,96.16870213,1.22E-06,0.374477449
16794,39,231.3,96.16870213,2.16E-06,0.384572821
16795,39,231.4,96.16870213,3.56E-06,0.386154301
16796,39,231.5,96.16870213,5.66E-06,0.380961912
16797,39,231.6,96.16870213,8.80E-06,0.380699142
16798,39,231.7,96.16870213,1.31E-05,0.381894459
16799,39,231.8,96.16870213,1.90E-05,0.385522323
16800,39,231.9,96.16870213,2.66E-05,0.390759312
16801,39,232,96.16870213,3.72E-05,0.394893894
16802,39,232.1,96.16870213,4.97E-05,0.390364646
16803,39,232.2,96.16870213,6.22E-05,0.384414705
16804,39,232.3,96.16870213,8.01E-05,0.37707232
16805,39,232.4,96.16870213,0.000100611,0.376863956
16806,39,232.5,96.16870213,0.000122589,0.377485696
16807,39,232.6,96.16870213,0.000148867,0.383782591
16808,39,232.7,96.16870213,0.000180071,0.38681298
16809,39,232.8,96.16870213,0.000210541,0.386524455
16810,39,232.9,96.16870213,0.00023705,0.384822519
16811,39,233,96.16870213,0.000265455,0.384635249
16812,39,233.1,96.16870213,0.000287875,0.381608242
16813,39,233.2,96.16870213,0.000299939,0.378534028
16814,39,233.3,96.16870213,0.000319384,0.368198403
16815,39,233.4,96.16870213,0.000339101,0.34973737
16816,39,233.5,96.16870213,0.000358963,0.33774926
16817,39,233.6,96.16870213,0.000382652,0.329401102
16818,39,233.7,96.16870213,0.000404918,0.326267537
16819,39,233.8,96.16870213,0.000417934,0.326592003
16820,39,233.9,96.16870213,0.000437885,0.326489364
16821,39,234,96.16870213,0.000453341,0.327232485
16822,39,234.1,96.16870213,0.000472002,0.326408607
16823,39,234.2,96.16870213,0.000505148,0.324255493
16824,39,234.3,96.16870213,0.000538064,0.316700073
16825,39,234.4,96.16870213,0.000569111,0.311542118
16826,39,234.5,96.16870213,0.000593322,0.309168825
16827,39,234.6,96.16870213,0.000645862,0.303170142
16828,39,234.7,96.16870213,0.000681583,0.299307722
16829,39,234.8,96.16870213,0.000736886,0.29732456
16830,39,234.9,96.16870213,0.001068574,0.2891864
16831,39,235,96.16870213,0.001076773,0.279535207
16832,39,235.1,96.16870213,0.001289612,0.278158559
16833,39,235.2,96.16870213,0.001518408,0.277170041
16834,39,235.3,96.16870213,0.001902057,0.27653124
16835,39,235.4,96.16870213,0.0023067,0.268835175
16836,39,235.5,96.16870213,0.002738353,0.261055623
16837,39,235.6,96.16870213,0.003069842,0.251881904
16838,39,235.7,96.16870213,0.003172681,0.244004738
16839,39,235.8,96.16870213,0.004369313,0.232501617
16840,39,235.9,96.16870213,0.008990053,0.220308142
16841,39,236,96.16870213,0.013149698,0.211103037
16842,39,236.1,96.16870213,0.023145305,0.207877158
16843,39,236.2,96.16870213,0.026425271,0.21691264
16962,39.1,229.5,96.03483826,6.66E-12,0.4092478
16963,39.1,229.6,96.03483826,1.38E-11,0.411326985
16964,39.1,229.7,96.03483826,2.93E-11,0.411648287
16965,39.1,229.8,96.03483826,6.69E-11,0.403398452
16966,39.1,229.9,96.03483826,1.61E-10,0.394457795
16967,39.1,230,96.03483826,3.59E-10,0.391207255
16968,39.1,230.1,96.03483826,7.73E-10,0.393099582
16969,39.1,230.2,96.03483826,1.66E-09,0.390086612
16970,39.1,230.3,96.03483826,3.53E-09,0.389013833
16971,39.1,230.4,96.03483826,6.58E-09,0.390413859
16972,39.1,230.5,96.03483826,1.09E-08,0.395145809
16973,39.1,230.6,96.03483826,2.74E-08,0.399533316
16974,39.1,230.7,96.03483826,5.63E-08,0.399147947
16975,39.1,230.8,96.03483826,1.10E-07,0.384806673
16976,39.1,230.9,96.03483826,2.03E-07,0.369419837
16977,39.1,231,96.03483826,3.68E-07,0.3620884
16978,39.1,231.1,96.03483826,6.67E-07,0.361139231
16979,39.1,231.2,96.03483826,1.12E-06,0.363678041
16980,39.1,231.3,96.03483826,1.91E-06,0.37586795
16981,39.1,231.4,96.03483826,3.26E-06,0.388182363
16982,39.1,231.5,96.03483826,5.25E-06,0.383488131
16983,39.1,231.6,96.03483826,8.55E-06,0.383903895
16984,39.1,231.7,96.03483826,1.23E-05,0.387690065
16985,39.1,231.8,96.03483826,1.82E-05,0.389035541
16986,39.1,231.9,96.03483826,2.64E-05,0.39151626
16987,39.1,232,96.03483826,3.68E-05,0.390096707
16988,39.1,232.1,96.03483826,4.89E-05,0.381241571
16989,39.1,232.2,96.03483826,6.16E-05,0.372655525
16990,39.1,232.3,96.03483826,8.12E-05,0.371932698
16991,39.1,232.4,96.03483826,0.000104531,0.369838094
16992,39.1,232.5,96.03483826,0.000128569,0.373098691
16993,39.1,232.6,96.03483826,0.000155912,0.381534357
16994,39.1,232.7,96.03483826,0.000185823,0.387319102
16995,39.1,232.8,96.03483826,0.000224565,0.38495257
16996,39.1,232.9,96.03483826,0.000253462,0.379026967
16997,39.1,233,96.03483826,0.000282144,0.379066679
16998,39.1,233.1,96.03483826,0.000313633,0.376999458
16999,39.1,233.2,96.03483826,0.000328421,0.37233363
17000,39.1,233.3,96.03483826,0.000343763,0.363207803
17001,39.1,233.4,96.03483826,0.00037706,0.348739411
17002,39.1,233.5,96.03483826,0.000401055,0.336748272
17003,39.1,233.6,96.03483826,0.000418449,0.330090517
17004,39.1,233.7,96.03483826,0.000436088,0.326734028
17005,39.1,233.8,96.03483826,0.000453998,0.325236747
17006,39.1,233.9,96.03483826,0.000475031,0.325175518
17007,39.1,234,96.03483826,0.000496059,0.324560006
17008,39.1,234.1,96.03483826,0.000506713,0.323340346
17009,39.1,234.2,96.03483826,0.000519311,0.321871844
17010,39.1,234.3,96.03483826,0.000541321,0.31580916
17011,39.1,234.4,96.03483826,0.000587117,0.309633037
17012,39.1,234.5,96.03483826,0.000638209,0.305207825
17013,39.1,234.6,96.03483826,0.000691197,0.297717495
17014,39.1,234.7,96.03483826,0.000741072,0.28946598
17015,39.1,234.8,96.03483826,0.000815846,0.285508505
17016,39.1,234.9,96.03483826,0.001098398,0.282394401
17017,39.1,235,96.03483826,0.00115351,0.27717073
17018,39.1,235.1,96.03483826,0.001378315,0.280932163
17019,39.1,235.2,96.03483826,0.001596888,0.280292147
17020,39.1,235.3,96.03483826,0.001957595,0.272390921
17021,39.1,235.4,96.03483826,0.002426835,0.260377703
17022,39.1,235.5,96.03483826,0.002874853,0.251053527
17023,39.1,235.6,96.03483826,0.003157476,0.242532294
17024,39.1,235.7,96.03483826,0.003393466,0.235151908
17025,39.1,235.8,96.03483826,0.005358699,0.222028273
17026,39.1,235.9,96.03483826,0.009369612,0.212572673
17027,39.1,236,96.03483826,0.016159921,0.20606665
17028,39.1,236.1,96.03483826,0.022736162,0.203089451
17029,39.1,236.2,96.03483826,0.024844334,0.220282107
17148,39.2,229.5,95.9006773,6.43E-12,0.415609682
17149,39.2,229.6,95.9006773,1.43E-11,0.415232194
17150,39.2,229.7,95.9006773,3.31E-11,0.41185764
17151,39.2,229.8,95.9006773,7.02E-11,0.399205172
17152,39.2,229.9,95.9006773,1.54E-10,0.392945167
17153,39.2,230,95.9006773,3.60E-10,0.394270822
17154,39.2,230.1,95.9006773,7.55E-10,0.391104667
17155,39.2,230.2,95.9006773,1.61E-09,0.393344574
17156,39.2,230.3,95.9006773,3.21E-09,0.390836299
17157,39.2,230.4,95.9006773,6.32E-09,0.391823546
17158,39.2,230.5,95.9006773,1.38E-08,0.396737693
17159,39.2,230.6,95.9006773,2.68E-08,0.399232787
17160,39.2,230.7,95.9006773,5.40E-08,0.398474334
17161,39.2,230.8,95.9006773,1.01E-07,0.391716882
17162,39.2,230.9,95.9006773,1.86E-07,0.379023164
17163,39.2,231,95.9006773,3.34E-07,0.368471295
17164,39.2,231.1,95.9006773,5.78E-07,0.360723957
17165,39.2,231.2,95.9006773,9.82E-07,0.360489732
17166,39.2,231.3,95.9006773,1.85E-06,0.365720145
17167,39.2,231.4,95.9006773,2.95E-06,0.380840907
17168,39.2,231.5,95.9006773,4.74E-06,0.392040109
17169,39.2,231.6,95.9006773,7.32E-06,0.386127872
17170,39.2,231.7,95.9006773,1.16E-05,0.387660604
17171,39.2,231.8,95.9006773,1.66E-05,0.387820605
17172,39.2,231.9,95.9006773,2.45E-05,0.3873819
17173,39.2,232,95.9006773,3.51E-05,0.3821042
17174,39.2,232.1,95.9006773,4.53E-05,0.363371121
17175,39.2,232.2,95.9006773,6.08E-05,0.363307036
17176,39.2,232.3,95.9006773,8.12E-05,0.364516864
17177,39.2,232.4,95.9006773,0.000105426,0.367315594
17178,39.2,232.5,95.9006773,0.000130276,0.374707747
17179,39.2,232.6,95.9006773,0.000161331,0.383000413
17180,39.2,232.7,95.9006773,0.000196177,0.385710213
17181,39.2,232.8,95.9006773,0.00022543,0.380854394
17182,39.2,232.9,95.9006773,0.000260817,0.376793976
17183,39.2,233,95.9006773,0.000296585,0.3755096
17184,39.2,233.1,95.9006773,0.000328783,0.372761538
17185,39.2,233.2,95.9006773,0.000351986,0.365467685
17186,39.2,233.3,95.9006773,0.000388176,0.356676849
17187,39.2,233.4,95.9006773,0.000405701,0.345787156
17188,39.2,233.5,95.9006773,0.000427775,0.330279689
17189,39.2,233.6,95.9006773,0.000449579,0.32448605
17190,39.2,233.7,95.9006773,0.00047869,0.323193866
17191,39.2,233.8,95.9006773,0.000472389,0.322166602
17192,39.2,233.9,95.9006773,0.000533852,0.326158468
17193,39.2,234,95.9006773,0.000547429,0.326397293
17194,39.2,234.1,95.9006773,0.000551368,0.324138135
17195,39.2,234.2,95.9006773,0.000588573,0.319383188
17196,39.2,234.3,95.9006773,0.000622063,0.310067461
17197,39.2,234.4,95.9006773,0.000653673,0.302939256
17198,39.2,234.5,95.9006773,0.000675862,0.294704749
17199,39.2,234.6,95.9006773,0.000721546,0.290280285
17200,39.2,234.7,95.9006773,0.000795178,0.285341279
17201,39.2,234.8,95.9006773,0.000903061,0.275779133
17202,39.2,234.9,95.9006773,0.001174255,0.271812567
17203,39.2,235,95.9006773,0.001252532,0.26757875
17204,39.2,235.1,95.9006773,0.001429616,0.269887879
17205,39.2,235.2,95.9006773,0.001689065,0.272728661
17206,39.2,235.3,95.9006773,0.002036582,0.266888653
17207,39.2,235.4,95.9006773,0.002536128,0.255071443
17208,39.2,235.5,95.9006773,0.002964557,0.241567379
17209,39.2,235.6,95.9006773,0.003008133,0.232464742
17210,39.2,235.7,95.9006773,0.004554947,0.226379152
17211,39.2,235.8,95.9006773,0.007024997,0.21842232
17212,39.2,235.9,95.9006773,0.010577307,0.209104861
17213,39.2,236,95.9006773,0.016215973,0.203854974
17214,39.2,236.1,95.9006773,0.022075412,0.20018494
17215,39.2,236.2,95.9006773,0.02436608,0.224710127
17333,39.3,229.4,95.76621958,2.72E-12,0.409815764
17334,39.3,229.5,95.76621958,6.00E-12,0.419153252
17335,39.3,229.6,95.76621958,1.29E-11,0.418905078
17336,39.3,229.7,95.76621958,2.86E-11,0.41548806
17337,39.3,229.8,95.76621958,6.28E-11,0.409203954
17338,39.3,229.9,95.76621958,1.44E-10,0.399229455
17339,39.3,230,95.76621958,3.29E-10,0.398852378
17340,39.3,230.1,95.76621958,6.79E-10,0.397713792
17341,39.3,230.2,95.76621958,1.45E-09,0.401344474
17342,39.3,230.3,95.76621958,2.90E-09,0.400726809
17343,39.3,230.4,95.76621958,6.04E-09,0.399481243
17344,39.3,230.5,95.76621958,1.25E-08,0.400483605
17345,39.3,230.6,95.76621958,2.37E-08,0.398882909
17346,39.3,230.7,95.76621958,4.77E-08,0.39506701
17347,39.3,230.8,95.76621958,8.97E-08,0.391026364
17348,39.3,230.9,95.76621958,1.67E-07,0.384695846
17349,39.3,231,95.76621958,3.06E-07,0.375769085
17350,39.3,231.1,95.76621958,5.42E-07,0.367573821
17351,39.3,231.2,95.76621958,8.94E-07,0.363641119
17352,39.3,231.3,95.76621958,1.55E-06,0.363920216
17353,39.3,231.4,95.76621958,2.71E-06,0.371775198
17354,39.3,231.5,95.76621958,4.26E-06,0.386757203
17355,39.3,231.6,95.76621958,6.69E-06,0.392697633
17356,39.3,231.7,95.76621958,1.06E-05,0.389856626
17357,39.3,231.8,95.76621958,1.49E-05,0.387253236
17358,39.3,231.9,95.76621958,2.25E-05,0.382535899
17359,39.3,232,95.76621958,3.14E-05,0.372375752
17360,39.3,232.1,95.76621958,4.29E-05,0.366057816
17361,39.3,232.2,95.76621958,6.08E-05,0.362111129
