"area_m2","X","Y","Nhat","CV"
2.5e+07,1087170.24266844,544019.11819841,0.954455612497812,0.532846632040387
2.5e+07,1087170.24266844,539019.11819841,0.996327170137672,0.525463260589499
2.5e+07,1087170.24266844,534019.11819841,1.04060178160823,0.520028884000961
2.5e+07,1087170.24266844,529019.11819841,1.0874871487503,0.516528685674621
2.5e+07,1087170.24266844,524019.11819841,1.13719613303866,0.514768015219384
2.5e+07,1087170.24266844,519019.11819841,1.18990136281731,0.514412608884258
2.5e+07,1087170.24266844,514019.11819841,1.24571019307019,0.515168189182547
18420467.8139168,1087581.79857689,509519.89942509,0.948118391572451,0.514758530909164
2945884.75120057,1086777.7964056,503432.36311784,0.163417960242708,0.5221705434838
14260556.3502556,1087369.74946223,499120.20155016,0.813073300708125,0.522701372925271
3065933.69008048,1088506.18177716,495759.06867841,0.175952637730654,0.520194721717151
1672445.86004096,1089151.93711841,412246.42000357,0.213683892756968,0.747327418297234
6250829.01776081,1087673.0941467,409582.63260133,0.846392462545374,0.766837089634134
17411297.1185603,1086891.22980109,403575.25922234,2.54252496485974,0.795551262530115
16245009.8635006,1088003.0970543,399252.97583468,2.41531327703303,0.806304564521021
7127362.80467536,1088860.3088104,394552.13717218,1.08890426558036,0.820316485764671
361792.574663672,1089499.00671676,391049.60026637,0.05640115530257,0.830960618532259
632734.200132139,1094454.83287174,602275.18630003,0.012552500026769,0.713587216684711
9123742.87694084,1093587.87299529,598546.13486462,0.190545984096046,0.697772394134417
15279090.9811118,1091785.80060097,594119.98020485,0.345086312513564,0.680706717343594
13390468.9845939,1092210.29999357,588756.22406534,0.313550371005065,0.657495800342632
8954682.22642739,1091562.45507508,584238.67950715,0.221061682047467,0.640092380410749
2631544.76743363,1090101.58050649,580140.20366832,0.069499826871473,0.626657661867467
12653218.3245082,1091952.25670939,573094.65670163,0.340029178973969,0.597181860023912
14509428.1317147,1091491.49901536,569274.10705513,0.406746895181826,0.584901655537641
9013594.87114397,1091574.44005107,564469.59825253,0.262510074627579,0.569291130476218
8377535.92231268,1091305.1383679,558907.75499007,0.257111211931647,0.553677572753183
5729704.61884342,1092752.57983267,554243.53805969,0.176993615391851,0.537640059419739
11562693.7217599,1091522.19181175,548017.23993179,0.386942486502351,0.526184872617942
2.5e+07,1092170.24266844,544019.11819841,0.853045809331709,0.5161483713731
24952850.6306537,1092167.844601,539022.98517836,0.888804830570699,0.507709593489035
2.5e+07,1092170.24266844,534019.11819841,0.930053094092444,0.501198331000993
2.5e+07,1092170.24266844,529019.11819841,0.972017299130715,0.496589499058326
2.5e+07,1092170.24266844,524019.11819841,1.01655490009516,0.49374139940215
2.5e+07,1092170.24266844,519019.11819841,1.06378967292342,0.492516836533034
2.5e+07,1092170.24266844,514019.11819841,1.11382416777336,0.492534380392045
2.5e+07,1092170.24266844,509019.11819841,1.1667743022498,0.493560810875162
20491420.5162909,1092039.71448661,504298.55362108,1.00253895861807,0.496189473577373
11214008.4718976,1092464.97558684,499136.75217662,0.570650068217047,0.497595707512044
11121895.6569974,1092235.212913,495344.24633346,0.589773125610145,0.502024958920493
3865309.97357648,1093549.80716826,418124.67836171,0.423928128163902,0.697761169834407
7170057.11643011,1091578.12290532,414388.55520105,0.851201145910858,0.72426164027361
111094.510887765,1089788.76181661,411288.8398107,0.014130940570494,0.747352243232254
1557046.81183701,1090251.25295882,402121.10835119,0.214420667320717,0.781401463336979
20258368.8325985,1091882.27340774,398636.93135951,2.78621521292566,0.785863188779568
2.5e+07,1092170.24266844,394019.11819841,3.57419660798089,0.803079728710451
18508164.7179328,1092367.98775521,389617.01575327,2.74977059901537,0.820204234341254
2520300.01689391,1095644.19051613,602110.44825526,0.04875222645993,0.711807058145189
11918546.0788966,1097035.05326866,600266.7650156,0.227027651140795,0.702344248598682
5099673.31134118,1095722.60862413,587635.35548083,0.111398281249074,0.648233250525688
15596909.5588201,1097129.34649081,583931.10323442,0.34059911855489,0.63123622670959
12845837.8458375,1097734.92879917,578912.39052814,0.288676064136685,0.610298992465838
16103941.2156188,1096619.9931807,574313.22292297,0.385667817575308,0.594039218614379
494230.877161407,1095023.32059285,571116.79446691,0.012601121442999,0.584807069694891
1469552.54617993,1095617.58272379,563311.11262988,0.039461554639189,0.557647034024204
63270.3330593752,1094734.59679565,551781.05671842,0.001908605604253,0.526412722493658
413467.175410847,1094903.94332489,548691.10167,0.012753680123146,0.518381552821738
18406477.1933101,1096757.07109866,543526.16202045,0.569174480891795,0.502143441177141
15946417.1743445,1097337.67205206,538974.12395727,0.506185282086184,0.491908039220748
24026050.7070598,1097104.02620805,534099.10563673,0.79990155396792,0.485001178234281
20125322.2185003,1096695.95013205,529029.18308579,0.707151753171378,0.480375203286486
22539215.7775898,1096958.06862815,523856.97698089,0.824762139135416,0.475369306564919
2.5e+07,1097170.24266844,519019.11819841,0.951471176469071,0.472350460701245
2.5e+07,1097170.24266844,514019.11819841,0.996318023939401,0.471394594459716
2.5e+07,1097170.24266844,509019.11819841,1.04380839932694,0.4716737909816
12822562.8320465,1097567.92387058,505067.78493202,0.550735458463528,0.471072789179202
13648237.6605402,1097569.3157113,498240.88466861,0.625395967694839,0.474719341098707
21893494.3834919,1097407.26310373,494235.94146484,1.04613499692554,0.47865836404142
3292553.54615847,1098893.32825707,490542.84077337,0.15774363937837,0.475506888344105
2876387.56919988,1096889.36698603,422564.65953734,0.280957555888054,0.661039552280841
3966429.86693342,1095724.54971137,420376.26454889,0.405959568134902,0.676210259159859
5799332.46998621,1096531.22373275,397216.24312511,0.731613008250401,0.764701296735981
2.5e+07,1097170.24266844,394019.11819841,3.20909636612916,0.774339694747473
24504721.4323206,1097210.06138737,389065.44911313,3.29730621668757,0.794932699594946
2279271.98029457,1098533.47941591,386073.55058935,0.306791622780642,0.800318783493188
1489536.69555232,1104145.69422914,602241.1968475,0.023793477386485,0.708565142908785
11875896.8508111,1102233.72242273,600306.4747246,0.201285528410262,0.699855914552799
959980.080806309,1100067.19956847,582089.38202755,0.019932955553337,0.620775222556979
384006.062905761,1099971.14885673,581220.71077198,0.008049332685082,0.617294534394556
2383133.94602213,1100499.25964027,542161.63669692,0.068591852758871,0.4901807940748
22278699.9833482,1101964.96428061,538806.13003282,0.63891511483745,0.479918384078829
23677451.6629059,1102267.18911746,534128.12643639,0.70259107715636,0.47077626787993
7977873.02384274,1103340.38427123,530160.68628983,0.239408820820125,0.462170138152991
5761869.65861317,1101320.21279804,522298.25894985,0.1940693311888,0.459641498790239
24999832.5804817,1102170.22596789,519019.10149654,0.851418034125222,0.454794299671256
2.5e+07,1102170.24266844,514019.11819841,0.891626355743809,0.452664998294248
2.5e+07,1102170.24266844,509019.11819841,0.934222816574993,0.452018117978501
22976753.9557155,1102308.39628413,504194.02626626,0.895827938974044,0.452193335876282
23990594.3269973,1102203.45655321,498923.30090825,0.985720852773385,0.454749674881771
2.5e+07,1102170.24266844,494019.11819841,1.07742188704369,0.458130107847964
21366568.588926,1102411.96077206,489315.32846476,0.95845790122669,0.46129976627575
915334.175228988,1103926.61141301,486237.59300492,0.040915667405605,0.458097471482262
14061.6659001633,1099719.27523742,396584.170546,0.001666693505461,0.749369860741537
20824046.2748743,1102023.00797001,393623.80243261,2.41757518096466,0.749167392282398
24999999.9999502,1102170.24266844,389019.11819842,3.0247054221977,0.767900014858813
11583034.8594248,1102522.73525658,385291.73292286,1.44144263875154,0.78203446982396
12038114.9394157,1107351.44929959,603249.81424961,0.177474038461834,0.713541755569759
2400758.52392293,1105246.70496745,600574.16892573,0.037953273799595,0.700637227413912
2033632.79216607,1105131.30046055,537522.09860667,0.054977475522667,0.470687475725158
10317025.0974107,1106091.58303521,533330.2435334,0.283261855451264,0.460848299446194
22210011.8760105,1107350.10985043,529259.18801204,0.614861275209884,0.451686354468658
1728362.72497612,1108720.32735488,526100.6066354,0.047756012280394,0.44436726821922
16420906.4059652,1106736.21455143,518330.73378654,0.508737742095326,0.440855263996356
2.5e+07,1107170.24266844,514019.11819841,0.798359649838168,0.436893306772517
2.5e+07,1107170.24266844,509019.11819841,0.836566419327097,0.435172195499026
2.5e+07,1107170.24266844,504019.11819841,0.877020032843214,0.434987540064075
2.5e+07,1107170.24266844,499019.11819841,0.919817041726861,0.436178087832231
2.5e+07,1107170.24266844,494019.11819841,0.965059808681133,0.438624664067372
2.5e+07,1107170.24266844,489019.11819841,1.0128560854345,0.442280595837747
7011060.58120916,1107666.3941506,485728.69087445,0.290097477702851,0.443391945562475
14044508.4965825,1106961.54381706,392953.51042228,1.47587010507304,0.726018085707691
24999999.9999502,1107170.24266844,389019.11819842,2.71607563339796,0.741704006070971
21298267.5502215,1107352.96554342,384354.93789588,2.40961497247146,0.760942390505204
83808.7559402184,1109452.26266899,381433.67839645,0.009314816828822,0.763216473565696
4630404.53684099,1113869.87424258,607827.20302162,0.056773459652368,0.739140950461688
10563029.9825498,1111781.8323329,605074.38029767,0.138903518935616,0.724123397246937
433081.355482565,1110079.61268685,531780.34817874,0.011039603186213,0.450733206573496
18942645.0304194,1111865.00134154,528504.15362809,0.478021708185668,0.442097166656508
7780949.61387868,1112536.90293152,525686.14053896,0.1984406623952,0.436475207458317
2146360.80402772,1110113.74125863,517610.15836705,0.062142179457101,0.431731090457875
16332624.337978,1111476.29080523,513588.79874219,0.476363241470768,0.42535526813672
2.5e+07,1112170.24266844,509019.11819841,0.749540780981973,0.421245524750625
2.5e+07,1112170.24266844,504019.11819841,0.785820495243626,0.420057204850857
24999509.3655586,1112170.22020008,499019.13826165,0.824191061215375,0.42022929732791
2.5e+07,1112170.24266844,494019.11819841,0.864791399550919,0.421630879640741
2.5e+07,1112170.24266844,489019.11819841,0.907668856688258,0.424249006773102
13639037.7865978,1112330.40948032,485109.05115753,0.51258953648367,0.4266028999736
12615930.7804269,1112529.7233112,393009.13354181,1.17516352463495,0.697982980460046
24999999.9999502,1112170.24266844,389019.11819842,2.43814568230343,0.716770565178453
2.5e+07,1112170.24266844,384019.11819842,2.55646131105973,0.738492384796155
6180783.76060042,1112830.69813296,380771.62858958,0.642357367775872,0.749664523396568
3431049.13545604,1115447.56188841,609305.76049911,0.040107584999434,0.747873818011
124686.346520848,1114806.25757087,606302.02675923,0.001516941330317,0.73232754509785
16075270.4245227,1117298.13071717,528149.94286427,0.361381304490302,0.433902416841477
16633299.7223932,1117533.76694819,524739.83899769,0.383624246089164,0.427283351405103
231608.475350424,1119512.40890956,521191.13337925,0.005284805300567,0.418866734690295
405717.516944865,1115001.66835256,511794.98264556,0.01113969768478,0.41619775116388
19268278.6150188,1116881.42435254,508526.21660638,0.523605497143717,0.410336183558861
23913262.2044738,1117103.84494492,504115.23869387,0.674229380895558,0.408053791143037
17495521.0487611,1116589.95287853,498729.13781325,0.525142592807363,0.40833359121211
2.5e+07,1117170.24266844,494019.11819841,0.775289368852032,0.407127649884594
2.5e+07,1117170.24266844,489019.11819841,0.813728895134249,0.408559493412244
15104074.6340453,1117336.13549274,484984.88788343,0.509457381758135,0.410161088992497
295830.691080261,1117202.01779743,396666.53782387,0.024039287386625,0.660193090562236
7249667.35286143,1116282.36032333,395149.16714504,0.609876268329193,0.670944157008134
21225667.4304096,1117037.82549784,388660.70762394,1.86873298520469,0.69525828288895
2.5e+07,1117170.24266844,384019.11819842,2.29278488508344,0.714957045701121
15876574.5448999,1117422.55626705,379882.9453726,1.50510138419029,0.732226660947033
10762421.443555,1121634.47732388,527904.38033487,0.220684631954106,0.42969529898369
24978841.5145153,1122168.46526725,524017.04564886,0.524406677132078,0.421175093629157
20145490.5287175,1122573.840833,519305.59383453,0.437667866720312,0.412467228581413
3627503.1074432,1123853.89479126,515531.10867507,0.079371789259442,0.405682362366935
4665332.67866949,1121108.03026415,507245.58557112,0.117050209734918,0.401697407278357
24069208.0391033,1122100.98313552,503957.44922845,0.609682702405777,0.398131324458076
3181984.11775788,1122677.32563826,501015.49020344,0.081858406306015,0.395730224318662
19066424.9046219,1121893.34694986,493515.67654497,0.536119736964933,0.395508641327581
2.5e+07,1122170.24266844,489019.11819841,0.729799516358304,0.395137173094361
24318269.8150819,1122225.27963675,484081.24569741,0.743914106169533,0.396555982034541
3152647.96410645,1122900.20784849,480964.7194069,0.097970851238167,0.396386276814492
14573128.6079634,1122068.11219575,387984.27306828,1.15652995483418,0.675852137662701
2.5e+07,1122170.24266844,384019.11819842,2.05446333564602,0.69288261647472
24031054.0140889,1122240.87337573,379108.31706182,2.06376636188525,0.71458092954017
1459622.10785197,1123751.84745699,376165.93640439,0.124560706980067,0.721637809307175
17759623.0639706,1127255.32110814,528826.81579836,0.319853265080258,0.430709445301614
22251279.8345066,1126961.88852236,523855.51497488,0.421833168409276,0.418597040255934
24909034.0587122,1127161.37248571,519016.42501545,0.49144860375448,0.408739741483003
23338660.5260721,1127310.59535213,514147.26061614,0.480085560848167,0.400825813045191
4442349.84704843,1128591.35682539,510596.77984637,0.091881924713845,0.395334055162026
12335768.4536304,1126702.22596864,502987.00379689,0.285476798347462,0.390304926383169
8077889.72767904,1127491.00255744,500306.51387652,0.188524900460319,0.38748270903735
18179203.4499124,1127166.16784228,493354.78110519,0.456667990923202,0.384776037820107
2.5e+07,1127170.24266844,489019.11819841,0.654774526233951,0.384012997934477
2.5e+07,1127170.24266844,484019.11819841,0.68730026660591,0.384472174261822
12209925.3879384,1127753.56233912,480010.84850442,0.344642982239572,0.38456311715622
4105535.03365627,1125557.15899849,387572.12312762,0.302801997562723,0.663120851459195
24033426.4176883,1127094.33997485,383932.69713081,1.77215040961437,0.673049553683923
2.5e+07,1127170.24266844,379019.11819842,1.92586026162488,0.694817328194872
10101932.6719338,1127566.19372828,375432.90457465,0.797184441737345,0.709643070569274
15789504.1155912,1131993.6066811,529354.40880658,0.255600903769031,0.433884372047393
7387074.34836339,1131035.21910494,524854.68488383,0.127136842095363,0.421264379799304
10172006.9490592,1131717.49962935,517721.93641304,0.184147189215982,0.405488096083269
2.5e+07,1132170.24266844,514019.11819841,0.463801545278718,0.398853280555852
22762909.453574,1132346.65065962,509195.04649507,0.440024689087234,0.391715267637356
5636120.24757035,1132944.50787338,504577.40543013,0.112325726577493,0.385929083178395
14646383.8379064,1132303.74859,498742.01687973,0.312765357118753,0.380728408967816
16190426.1084067,1132574.2156565,493518.51649682,0.361314621540124,0.376800663996326
24928661.5916135,1132173.83550642,489012.1930704,0.5859826601448,0.375406669088709
24306111.1033082,1132115.82297373,484060.40678182,0.600092868157927,0.374836356187595
18372254.7652196,1132290.67712756,479566.37884015,0.472011146493308,0.375249772942365
4396073.03087645,1133405.76207096,473509.36005506,0.116935710598947,0.376005843063901
15041770.487277,1131910.28337786,383072.71042489,1.00352077244621,0.658519153891576
2.5e+07,1132170.24266844,379019.11819842,1.72131713820334,0.675853569998934
19642407.4005248,1132371.9717066,374516.50913802,1.40305512973312,0.69578304405087
1193375.29726488,1139364.19488389,542399.37808444,0.014680216958726,0.484592336135291
4179015.29212031,1138609.72320048,538528.27941509,0.054073707846575,0.469741644820155
13892806.0796827,1138112.79714651,533749.578047,0.189611814151103,0.452983533184422
11078566.286627,1136684.79670579,530051.88695257,0.161165102396544,0.439676444210094
1604887.17326484,1139039.99798734,522290.8681301,0.023820353701936,0.420121580489027
7760013.12223931,1137946.01242506,518557.64925617,0.12200272375104,0.409999928841261
24146773.6974713,1137105.90885916,513959.31226109,0.403258689109264,0.399869213248456
2.5e+07,1137170.24266844,509019.11819841,0.436527600167123,0.391339853610348
24599784.5831406,1137207.52147487,504051.06711735,0.449654163591438,0.384002304791727
22405743.5611468,1137402.34559085,498904.57432783,0.428159675053557,0.377564427950231
2.5e+07,1137170.24266844,494019.11819841,0.502955406282552,0.372957989039738
2.5e+07,1137170.24266844,489019.11819841,0.527596289852471,0.369620383271176
24835433.0240995,1137185.59038542,484032.98014185,0.549673516164564,0.367823091680589
24528938.3417787,1137186.21313816,479057.95168087,0.569585119968764,0.367638729772065
13689374.1298424,1137607.03540629,474431.66605014,0.329422342386673,0.368323669264287
7145322.88144429,1136715.01135918,382305.6792071,0.430514822280453,0.645058609508171
2.5e+07,1137170.24266844,379019.11819842,1.5366389195942,0.658463384747534
24980904.0988112,1137172.07298017,374020.99853592,1.60751366877223,0.681492733894099
4171368.78668744,1138109.1961177,370925.30448989,0.270302012764545,0.69292174657258
1736582.4996674,1144273.8976634,578467.89585843,0.014026518479516,0.648714272082835
42401.8053412048,1144548.90242999,556602.6732376,0.000411746259926,0.550711732727063
8337038.88455872,1143753.43219993,553823.99946225,0.0843870982675,0.537297264251775
2851658.48726765,1143035.617719,549414.67886915,0.030472292685684,0.517939913595844
9416113.52865808,1140858.23043725,544031.04152965,0.110567975202922,0.49307870441856
17427496.6049939,1141786.98372719,538914.10578865,0.209939007228337,0.476050960506996
22890369.128847,1141987.12884128,533935.40351533,0.287083460002164,0.459143181914452
7464153.31549001,1142397.23823774,528773.29476561,0.0972195672075,0.443091771208568
4622263.57528692,1140631.83399127,524686.9301036,0.064879453161665,0.428469283697688
885.130278449001,1139674.14406706,521114.4677478,1.3100915704e-05,0.41778078550373
6111797.49396762,1141409.43676463,513624.51406805,0.093395554177336,0.402306127563627
20916790.89777,1141808.72050384,508821.45967629,0.331380392593044,0.393116140667118
24998013.4885794,1142170.04452739,504018.92617216,0.411045420300146,0.384843429605609
24279920.0812248,1142106.46820527,498966.92269287,0.419249584552748,0.377256871869711
2.5e+07,1142170.24266844,494019.11819841,0.451772637481238,0.371347994021739
2.5e+07,1142170.24266844,489019.11819841,0.47379198066658,0.366899670215674
2.5e+07,1142170.24266844,484019.11819841,0.49698482947864,0.364021398965921
24892667.8071419,1142179.29501669,479028.97147101,0.519009028838703,0.362751638301099
21259662.2555448,1142296.50300852,474371.27066801,0.46239143200429,0.362967692664714
1054.40551619178,1144651.52608337,471506.52409865,2.2399247943e-05,0.361947562577256
421554.926779677,1140414.01334485,381710.83302975,0.023467201861406,0.635867493969036
22432730.3543738,1142022.39190321,378788.13723734,1.23646722375096,0.64435274729048
2.5e+07,1142170.24266844,374019.11819842,1.43496230256038,0.665924714950679
13662138.3704749,1142460.27369028,370097.74124129,0.80752741928129,0.683450080127917
3956594.63597986,1145762.39190848,577335.5966497,0.031246308904909,0.64737557409017
8180750.75809547,1147975.96300629,575263.59188749,0.062695369696718,0.643807521395224
8684126.2524639,1147601.23652917,557483.05838783,0.078358153127578,0.562076658791975
6461047.98093241,1145876.27076627,555099.47419263,0.061783131764396,0.547572621014479
9219059.30932493,1146133.47230693,548322.74884508,0.093068314383662,0.520418165086955
6716508.87731872,1148157.03229661,545524.01830772,0.066558849525718,0.514137169879222
2655269.14435705,1148326.90864579,537209.22727788,0.02824032886011,0.483054841906459
18891755.4368099,1147563.75202924,533807.25209297,0.210575900219224,0.469297061971359
8561741.55299964,1146951.92504698,530163.16877303,0.099924430598478,0.455742405555606
537607.458936168,1145062.98379956,514977.79182806,0.00750538819328,0.409557349632875
1310.1194092252,1144680.25675337,507183.87671901,1.982326858e-05,0.392257542076711
9947424.96304904,1145951.90973125,503365.56615828,0.151809486292727,0.38623702086385
15862461.4056411,1147205.94041435,498925.23990153,0.245717011367987,0.379893819769356
24962745.7121888,1147169.18318126,494015.52646128,0.405319011560108,0.372969503532813
2.5e+07,1147170.24266844,489019.11819841,0.4255767211207,0.367465977641111
2.5e+07,1147170.24266844,484019.11819841,0.446275866022783,0.363491294891901
2.5e+07,1147170.24266844,479019.11819841,0.468035666103927,0.361104475866511
2.5e+07,1147170.24266844,474019.11819841,0.490901080187695,0.360381012080817
5324794.21109442,1148514.20712167,469434.71929368,0.106093535319537,0.360774572770581
266158.41179136,1149309.68300006,466334.8762522,0.005368301452073,0.361749762209241
14740526.3172596,1146829.44782709,378084.17110996,0.732044184123904,0.634281331452741
2.5e+07,1147170.24266844,374019.11819842,1.27898072143078,0.652133278796165
22708654.9740087,1147304.7909828,369227.31814375,1.21042634017786,0.674235325947255
194768.084718783,1149230.10848795,366420.78046751,0.010190890556305,0.682737969663684
13486385.9489257,1152188.60948331,573498.79268508,0.095812685954789,0.648254567238634
2553473.34007892,1154155.28364037,570404.13400953,0.017863210081358,0.639967313312187
1047877.87505774,1154106.29920762,561935.47939361,0.007904650484958,0.600681954007218
11417411.0441716,1151938.96512759,559545.82159682,0.092156036352851,0.58327879779321
34053.3725131166,1149802.09135561,556460.33652087,0.00029571193225,0.563616245029969
1773857.81002394,1152107.28312013,546932.49248643,0.015951488859369,0.530136196416062
13051901.428127,1151324.8874401,544005.86881898,0.122508512314408,0.516276913503739
13545202.2869571,1151205.58523857,539045.74765009,0.133254483951253,0.496867604804929
4059439.52654526,1150502.01992464,535414.22299923,0.041887188780417,0.481762032745723
2807978.5597223,1150947.07063463,527913.42990858,0.030719220898824,0.457221513741221
9135202.73199622,1153276.96031597,523746.5318053,0.098793837891627,0.449667614655243
2276614.29182286,1154219.87498014,520312.06048378,0.024904889360568,0.44161644733499
318255.888252184,1150699.62256971,501641.07510182,0.004461002915073,0.388518799641082
12636999.9386323,1151190.18053718,498516.28243265,0.180496953143472,0.383635693033155
2.5e+07,1152170.24266844,494019.11819841,0.364779532303269,0.377864323546843
2.5e+07,1152170.24266844,489019.11819841,0.382363262092956,0.371303192695547
2.5e+07,1152170.24266844,484019.11819841,0.400828572924058,0.366237183496152
2.5e+07,1152170.24266844,479019.11819841,0.420206328737958,0.362713955675467
